maaned,valuta,faktisk,prognose,gennemsnit,model
2001-07,AUD,-0.030380513799836306,0.0025287062826105516,0.0020356955652281418,olie
2001-08,AUD,0.04085976528946145,0.0018139266800401522,0.0018450119807277628,olie
2001-09,AUD,-0.00120937278534472,0.0020712581184382417,0.0020731684328256206,olie
2001-10,AUD,-0.024086483612522525,0.0019511294258893182,0.0020540838908595137,olie
2001-11,AUD,0.005254493853409703,0.0014839247645863276,0.0019029823445971899,olie
2001-12,AUD,-0.006236329965666476,0.0019005435254457585,0.0019222439049926643,olie
2002-01,AUD,0.008186849011332265,0.0020426024765314754,0.001875623482874612,olie
2002-02,AUD,-0.024659281521838383,0.002111978856017932,0.0019114827188317577,olie
2002-03,AUD,-0.01808540184681806,0.0023544350521717177,0.001761365406737576,olie
2002-04,AUD,-0.02695902697468322,0.0017755346915118869,0.0016498667143018703,olie
2002-05,AUD,-0.03291995371469014,0.0014915805528345708,0.0014900404925756966,olie
2002-06,AUD,0.025691338985669554,0.0012821248275574405,0.0012988738580908864,olie
2002-07,AUD,0.022830916936674828,0.0013943328860061288,0.001433638858795741,olie
2002-08,AUD,-0.009572573913074756,0.001563869759086152,0.0015512063207621094,olie
2002-09,AUD,-0.0067447408377605544,0.001498155746105069,0.0014904206364242032,olie
2002-10,AUD,-0.019950093464516483,0.0014533262842374745,0.0014456643240645035,olie
2002-11,AUD,-0.0019664584812556507,0.0012966572554836712,0.001330011579261363,olie
2002-12,AUD,-0.035782504819176775,0.0013950503294456098,0.0013122886219467554,olie
2003-01,AUD,-0.021564495565184583,0.0008073770071106148,0.0011139207425824584,olie
2003-02,AUD,-0.009875884547531633,0.0007724860325156586,0.0009932908686049742,olie
2003-03,AUD,-0.014053172097598654,0.0012945424381013168,0.0009357820039693306,olie
2003-04,AUD,-0.05853369032386163,0.001738697244955051,0.000856892771855815,olie
2003-05,AUD,-0.02807293947476025,0.0006697629868815025,0.0005459473106216922,olie
2003-06,AUD,0.006762157827984672,0.0006073114704980369,0.0003968906086144946,olie
2003-07,AUD,0.013584223063422551,0.0005099438523370386,0.00042987126778221574,olie
2003-08,AUD,-0.017755447703097227,0.0006846782160509125,0.0004976772048731453,olie
2003-09,AUD,-0.046096740553473625,9.642458590080873e-05,0.00040407143611432286,olie
2003-10,AUD,-0.02982980401166324,0.0006915306629399955,0.00016682239535111904,olie
2003-11,AUD,-0.0320027310861738,-0.0001247914861670041,1.4555256229218744e-05,olie
2003-12,AUD,-0.04319608415493109,2.3985640625487603e-05,-0.00014714821014655407,olie
2004-01,AUD,-0.006814336419730338,-0.00017663583272259294,-0.00036347452142687837,olie
2004-02,AUD,0.035868018879442465,-0.00045839651953546957,-0.00039572883091839564,olie
2004-03,AUD,0.007096201579976813,7.744504859610518e-05,-0.00021531217564296851,olie
2004-04,AUD,0.05587155882248557,-0.00019515252138146866,-0.00017911656299138541,olie
2004-05,AUD,0.014534530200425444,0.0005045001632285153,9.699513841490499e-05,olie
2004-06,AUD,-0.031715131693225374,-0.00015824042601897796,0.00016776736911103507,olie
2004-07,AUD,0.006993035490970578,0.000498879429051746,1.224103222158918e-05,olie
2004-08,AUD,0.011734900675443638,0.0007422107349613907,4.612838396308913e-05,olie
2004-09,AUD,-0.04300888985511314,0.00015054538313811328,0.00010259588295574879,olie
2004-10,AUD,-0.048863534432497246,0.0008587744338914742,-0.00010467087540035152,olie
2004-11,AUD,0.003767930944850506,-0.0007452612994830435,-0.0003379668732811979,olie
2004-12,AUD,0.000920598453970245,-0.000525663739387404,-0.00031841497890914216,olie
2005-01,AUD,-0.018574947800792108,-5.740485411491372e-05,-0.00031254287733151475,olie
2005-02,AUD,-0.0046196691796761835,-0.0003815608085879572,-0.00039868629678180056,olie
2005-03,AUD,0.014105045848757908,-0.00027724139971362365,-0.00041850311782825304,olie
2005-04,AUD,0.009779464225648016,-0.00041344680046546874,-0.00035063606658252333,olie
2005-05,AUD,-0.0005365423805562819,-0.00044578007952376003,-0.000303519321037265,olie
2005-06,AUD,0.018835523051049574,-8.51451230723129e-05,-0.0003045981314980012,olie
2005-07,AUD,-0.011882826670414848,-4.808239179932624e-05,-0.00021639480807612299,olie
2005-08,AUD,-0.004884760132650268,2.2872382757432635e-05,-0.0002699105505639153,olie
2005-09,AUD,0.015261675818981635,-0.00034951441055009505,-0.00029098292308485753,olie
2005-10,AUD,0.024488589286894236,-0.00040591528731644464,-0.00022028901971182804,olie
2005-11,AUD,-0.00945633524203554,-0.00018851274718059246,-0.00010848414049641597,olie
2005-12,AUD,-0.011046537168537651,-0.0001120159203858311,-0.00015059157789073637,olie
2006-01,AUD,0.011714366377493846,-5.781989554181732e-05,-0.00019945232044969114,olie
2006-02,AUD,0.020702545288468488,-0.00025346316143267045,-0.000146265629833872,olie
2006-03,AUD,-0.014122358150617798,-1.59120200209497e-05,-5.3604247974750424e-05,olie
2006-04,AUD,-0.035936502648815816,3.866463825845433e-05,-0.00011585537143777276,olie
2006-05,AUD,0.03187520853044895,-0.0002590190465670488,-0.00027365557970816063,olie
2006-06,AUD,-0.01723987621391071,-0.00010016997588114027,-0.0001326517897513312,olie
2006-07,AUD,-0.013642776403786583,-0.0002838068105096072,-0.00020735582653805336,olie
2006-08,AUD,0.010853584591410892,-0.00024587106117543824,-0.00026577069861304694,olie
2006-09,AUD,0.0006791684221372218,8.29954897230227e-05,-0.00021763496142679614,olie
2006-10,AUD,-0.024126991051507174,-7.998924174374927e-05,-0.00021376942960108918,olie
2006-11,AUD,-0.016676144262154163,-0.00032543134085209535,-0.0003164012820556217,olie
2006-12,AUD,0.004077797369551189,-0.00043670567109207727,-0.00038631471359450436,olie
2007-01,AUD,-0.0005479666660266336,-0.00024929757639769606,-0.00036731849196409717,olie
2007-02,AUD,-0.012924760264992646,-0.00041553743982321014,-0.0003680839503287689,olie
2007-03,AUD,-0.04203899027869376,-0.000503844780533064,-0.00042106570693072623,olie
2007-04,AUD,0.002231129298050555,-0.0008156540698862273,-0.0005959309362238482,olie
2007-05,AUD,-0.02026166784346442,-0.0005587780781638593,-0.0005841022323147503,olie
2007-06,AUD,-0.029664097542312362,-0.0007939843484355068,-0.0006660920890278738,olie
2007-07,AUD,0.04545851771839354,-0.0010334024044111605,-0.0007864157631078925,olie
2007-08,AUD,-0.02026870057100233,-0.0004641953907150427,-0.0005953209966554072,olie
2007-09,AUD,-0.06132289414984629,-0.0007171755477062091,-0.0006762814064263822,olie
2007-10,AUD,0.0038608353233068604,-0.0011116716331299424,-0.0009248330979977752,olie
2007-11,AUD,0.027401396178821397,-0.0012340518031546714,-0.0009052997575026543,olie
2007-12,AUD,-0.011840685634957993,-0.0007601190012738383,-0.0007902318878428004,olie
2008-01,AUD,-0.03455892985613965,-0.0008435948367722709,-0.0008349705669809186,olie
2008-02,AUD,-0.00954398361245011,-0.0010021721186256106,-0.0009709542737920425,olie
2008-03,AUD,-0.009542852795570073,-0.0011208355760238696,-0.0010053841104934805,olie
2008-04,AUD,-0.019458244227115194,-0.0011188636120317644,-0.001039533985233787,olie
2008-05,AUD,-0.001995344858896249,-0.0013613462793200797,-0.0011129153009384937,olie
2008-06,AUD,-0.011382781087279872,-0.0012685796061300814,-0.0011164170055335645,olie
2008-07,AUD,0.08736404847979543,-0.001144551828238148,-0.0011569955196906645,olie
2008-08,AUD,0.07626537530200653,-0.0003345917999509472,-0.0008084874724485933,olie
2008-09,AUD,0.1730489346581351,0.0010084754718876375,-0.0005062370301958282,olie
2008-10,AUD,0.041448344076739196,0.007557616507122513,0.00017171285921171488,olie
2008-11,AUD,-0.019232001839631085,0.009442226425517826,0.0003323223192020942,olie
2008-12,AUD,-0.005187117966114929,0.0070455594937383695,0.00025649160540816714,olie
2009-01,AUD,0.037710309671675046,-0.0016269918368368623,0.0002354738078347189,olie
2009-02,AUD,-0.02455928814513708,0.0005100494543901484,0.0003796077919264124,olie
2009-03,AUD,-0.07127135227857406,-0.0011914195964951978,0.0002840564664970504,olie
2009-04,AUD,-0.06621016331788376,-0.0016912033751494877,1.0944219378458368e-05,olie
2009-05,AUD,-0.048098242990256196,-0.0035641671520326287,-0.00024084706403318507,olie
2009-06,AUD,-0.002973681114344595,-0.005404942058302278,-0.000422125078905242,olie
2009-07,AUD,-0.03705949585593338,0.0014717647145663362,-0.0004317535922465226,olie
2009-08,AUD,-0.03173792053620372,-0.0036294533506380793,-0.0005694518714333153,olie
2009-09,AUD,-0.050304502130238946,0.0014282310229316573,-0.0006861877091290847,olie
2009-10,AUD,-0.014245515308397502,-0.0026917466998348186,-0.0008713306733869573,olie
2009-11,AUD,0.019310191052662476,-0.002192849885877881,-0.0009210488318814204,olie
2009-12,AUD,-0.011614321645018688,6.879139620965527e-05,-0.0008461183137905171,olie
2010-01,AUD,0.03002742677512897,-0.0013508918916448885,-0.0008858533814334255,olie
2010-02,AUD,-0.029662429964798703,0.00020995834279722572,-0.0007722016161519458,olie
2010-03,AUD,-0.015075200468582975,-0.0024617560479684077,-0.0008780266284180512,olie
2010-04,AUD,0.06107671493352783,-0.0027009980634828735,-0.0009298411314843465,olie
2010-05,AUD,0.020183538361468994,0.0021015661483968573,-0.0007043627457933931,olie
2010-06,AUD,-0.02849541087906801,-0.00010442482240015003,-0.0006286819446801237,olie
2010-07,AUD,-0.02454765736151676,-0.0008753975151236746,-0.0007292838541905492,olie
2010-08,AUD,-0.04277103835982097,-0.001165663555229833,-0.0008149614567348881,olie
2010-09,AUD,-0.04379841478082541,-0.0010969433529754763,-0.0009653416606886015,olie
2010-10,AUD,-0.007193212274267398,-0.002508877485699142,-0.0011183169218319474,olie
2010-11,AUD,-0.0039635406624555685,-0.0017933350672851996,-0.0011399357665025363,olie
2010-12,AUD,-0.0033814055093041905,-0.002785535264962718,-0.0011499485498215186,olie
2011-01,AUD,-0.01212743502875389,-0.002385058817900376,-0.0011578335567454857,olie
2011-02,AUD,-0.002928555488653086,-0.0028894048340073397,-0.00119645891404129,olie
2011-03,AUD,-0.04583639976186209,-0.0036103327208345396,-0.001202536445882033,olie
2011-04,AUD,-0.008185874658056702,-0.0031628070367013443,-0.0013585989050288168,olie
2011-05,AUD,0.0054292995452638534,0.0007027814791742612,-0.0013823873222867534,olie
2011-06,AUD,-0.01529850644739484,-0.0009046723008510221,-0.0013587356317744247,olie
2011-07,AUD,0.026174491379041875,-0.0019822215635667564,-0.0014069701328665368,olie
2011-08,AUD,0.02724569007571252,0.0004789915932903836,-0.001311861644894439,olie
2011-09,AUD,0.005096850992982845,-0.0016971230488364315,-0.0012137257283287794,olie
2011-10,AUD,0.00547557644683133,-0.00019612198756844114,-0.0011921141642146985,olie
2011-11,AUD,-0.001011736225516844,-0.0013099022467963223,-0.0011693575409688073,olie
2011-12,AUD,-0.028439881953588257,-0.0002559612903195045,-0.0011688214140455015,olie
2012-01,AUD,-0.03002339671414369,-0.001809245249191555,-0.0012612656870609005,olie
2012-02,AUD,0.019343785211890133,-0.0032836497272539004,-0.001358435048638883,olie
2012-03,AUD,0.016908867525719767,-0.0024784684581170956,-0.0012887306033172365,olie
2012-04,AUD,0.03638242952450387,0.0001922543385963248,-0.0012276648377835555,olie
2012-05,AUD,-0.0005989817489656492,0.001332326507236973,-0.0011018785690133635,olie
2012-06,AUD,-0.030930823519745267,0.0031437405341216943,-0.001100202246279871,olie
2012-07,AUD,-0.016826321372111704,-0.0029783718131223664,-0.00119930730034454,olie
2012-08,AUD,0.006577253966304965,-0.0036729624752090966,-0.0012510523800523781,olie
2012-09,AUD,0.010455040630015865,-0.0009613025082847657,-0.0012252163855099448,olie
2012-10,AUD,-0.010350987771069693,-0.0007750785140278836,-0.0011867944874325571,olie
2012-11,AUD,-0.005739046377584149,-0.0004580054258605658,-0.0012168410227887446,olie
2012-12,AUD,-0.003354300838946736,-0.0011848052112281321,-0.0012316194716606248,olie
2013-01,AUD,0.018207858786789332,-0.001882280817085831,-0.0012385337432153027,olie
2013-02,AUD,-0.0033047639289373286,-0.0017059338868493715,-0.001175396105130872,olie
2013-03,AUD,-0.0034195152744392956,0.0006638400530251784,-0.0011822872631367183,olie
2013-04,AUD,0.045453147452410005,0.00042927108056371754,-0.0011895041276893071,olie
2013-05,AUD,0.049441749953919874,-0.0009751862117533823,-0.0010395277560491165,olie
2013-06,AUD,0.03067725224704717,-0.0008259835129746589,-0.0008777287890299852,olie
2013-07,AUD,0.013006686614511903,-0.0018819467264928032,-0.0007769141531319751,olie
2013-08,AUD,-0.029064617484991617,-0.001382457809864819,-0.0007330173354006252,olie
2013-09,AUD,-0.022961392693962683,-0.0007490368199864603,-0.0008229589231771044,olie
2013-10,AUD,0.02072613051711695,-0.00014390506954177474,-0.0008930172578947803,olie
2013-11,AUD,0.03760563877798308,-0.0003613138119920272,-0.0008248180535572039,olie
2013-12,AUD,0.013645696687346151,-0.0012839678777648532,-0.0007039675603762597,olie
2014-01,AUD,-0.013017302214492973,0.00013321585320300304,-0.0006589842868724278,olie
2014-02,AUD,-0.01273442361165053,-0.0007422406896159745,-0.000697604030396242,olie
2014-03,AUD,-0.024567643122522145,-0.00024123041268842276,-0.000735101910711676,olie
2014-04,AUD,0.0011172145282719592,-0.0007341282867032424,-0.0008091160138539446,olie
2014-05,AUD,-0.006441095781021658,-0.0010911282314292076,-0.0008031521422064959,olie
2014-06,AUD,-0.002531765616965956,-0.0012142945743727396,-0.0008205532028201231,olie
2014-07,AUD,0.008507507022239041,0.00053282841336462,-0.0008258184717867254,olie
2014-08,AUD,0.029173704610921183,0.000658745222293445,-0.0007971886389829655,olie
2014-09,AUD,0.02922517332160232,0.0006713710132472986,-0.0007055345311850936,olie
2014-10,AUD,0.01576893763096074,0.0024335324244980933,-0.000614282373097327,olie
2014-11,AUD,0.045785023492161625,0.0022850078791440322,-0.0005644853518083965,olie
2014-12,AUD,0.023662983981721758,0.007005973106884541,-0.0004240322947054571,olie
2015-01,AUD,0.03361927653619795,0.008216461474104883,-0.00035126185278271636,olie
2015-02,AUD,0.009467710019676973,-0.006883033475170929,-0.0002489409540207264,olie
2015-03,AUD,-0.0020876027220543825,0.0011796371949083825,-0.00021976182196758009,olie
2015-04,AUD,-0.019302752254528627,-0.0021994571701285364,-0.00022535415999179223,olie
2015-05,AUD,0.022548253905597088,-0.0026381555013423453,-0.00028230161699040955,olie
2015-06,AUD,0.04074175676958486,0.001266181446902793,-0.00021435353507794668,olie
2015-07,AUD,0.015215847237253277,0.00281975268772984,-9.282205049437755e-05,olie
2015-08,AUD,0.03286512331906849,0.006688208062569375,-4.753012952470993e-05,olie
2015-09,AUD,-0.019747567397348953,-0.0006905311253815832,4.955734377497503e-05,olie
2015-10,AUD,0.007531506389623022,-0.0005156811572477818,-8.669493698918875e-06,olie
2015-11,AUD,-0.014032540554287654,0.0033404405278203457,1.3442459038095613e-05,olie
2015-12,AUD,0.033072645771867804,0.005448144068791702,-2.7627666731862718e-05,olie
2016-01,AUD,-0.017397892860364472,0.008025000796367584,6.887458819116838e-05,olie
2016-02,AUD,-0.050553864540575255,-0.0015752079814243427,1.8099101422111284e-05,olie
2016-03,AUD,-0.021082148821632674,-0.006207327556476087,-0.00012848630043875065,olie
2016-04,AUD,0.046202954061318635,-0.003208087137245298,-0.00018904601870809725,olie
2016-05,AUD,-0.011259639874532434,-0.004089165289077822,-5.535149398179542e-05,olie
2016-06,AUD,-0.017168444386976955,-0.0011213152023033565,-8.754772496038921e-05,olie
2016-07,AUD,-0.013187004281953851,0.0024855109035842146,-0.0001364901222727576,olie
2016-08,AUD,0.004946549411121937,-0.0007755761441126237,-0.00017377730558613215,olie
2016-09,AUD,-0.0031172806083438753,-0.0006247060250620989,-0.00015918948018240546,olie
2016-10,AUD,0.01098121527441892,-0.0022381030145533507,-0.00016759314816013692,olie
2016-11,AUD,0.02499200361657089,0.0035149337130427013,-0.00013601012146727823,olie
2016-12,AUD,-0.016069063598377897,-0.006244299171604294,-6.502703181180334e-05,olie
2017-01,AUD,-0.02632128961324537,-0.000857102113568127,-0.00011010882495705994,olie
2017-02,AUD,0.005502918197230311,-0.0002666482751144401,-0.00018373573728371233,olie
2017-03,AUD,0.011594113128122141,0.002191661211851425,-0.00016780673466602615,olie
2017-04,AUD,0.01294976740277981,-0.0005388406777997501,-0.00013495220990963447,olie
2017-05,AUD,-0.01664830352812191,0.0014210329716057974,-9.850452296620999e-05,olie
2017-06,AUD,-0.03188531166972411,0.0029378229747451575,-0.00014447618686942026,olie
2017-07,AUD,-0.013756456372490261,-0.0017166155028622134,-0.00023240093889948858,olie
2017-08,AUD,-0.007388315634595993,-0.002461152510438919,-0.00026976020805305435,olie
2017-09,AUD,0.023562021419902435,-0.0031321301462959436,-0.00028937055358072076,olie
2017-10,AUD,0.021801117652334473,-0.0009533736510322957,-0.00022384475145576703,olie
2017-11,AUD,-0.00366440596316292,-0.003064207644314665,-0.00016350238870565685,olie
2017-12,AUD,-0.03946854500828634,-0.0009659349976746363,-0.00017306769901838162,olie
2018-01,AUD,0.01123429536983142,-0.002637983601025623,-0.00028013984427524254,olie
2018-02,AUD,0.01382888556214143,0.0018201142913208319,-0.0002488506181499528,olie
2018-03,AUD,0.009729055198119063,-0.0004645016384254065,-0.00021069957159089745,olie
2018-04,AUD,0.02091092427657837,-0.0031496236457747248,-0.00018383536951060026,olie
2018-05,AUD,0.0036055022908869083,-0.0022417357687189807,-0.00012697617908987528,olie
2018-06,AUD,0.01273997488306372,0.001173258193732544,-0.00011694263481574429,olie
2018-07,AUD,0.010603928521139339,0.00011896190629945346,-8.247368704663029e-05,olie
2018-08,AUD,0.01634676234441279,0.0008776803884085842,-5.390041911030417e-05,olie
2018-09,AUD,0.013314441499237328,-0.0027819636344526633,-1.0165318407575915e-05,olie
2018-10,AUD,-0.01895110911869341,-0.0007546000906799826,2.5272465681905212e-05,olie
2018-11,AUD,0.010811695340680882,0.0077718432955695025,-2.506276398487281e-05,olie
2018-12,AUD,0.0025059978030815278,0.004285921990868131,3.6059082496926792e-06,olie
2019-01,AUD,0.002071651274900943,-0.0010930555564481984,1.0208525386452139e-05,olie
2019-02,AUD,0.007606761877015311,-0.0024100614572276358,1.5633374727279745e-05,olie
2019-03,AUD,-0.004044997176985254,-0.0009954155835678275,3.555759651806198e-05,olie
2019-04,AUD,0.023611524838022646,-0.0023891421246259523,2.4875515959152774e-05,olie
2019-05,AUD,-0.00013890818191519827,0.0001616566802154612,8.64594567478303e-05,olie
2019-06,AUD,-0.004594828468283685,0.003714002056116633,8.587256185547882e-05,olie
2019-07,AUD,0.029495796096391913,0.00033599934534610986,7.371489684213034e-05,olie
2019-08,AUD,-0.005843598880523881,0.002897854749678034,0.0001499379051311194,olie
2019-09,AUD,0.0024503143215436896,-0.0018215453745662668,0.00013445072997438813,olie
2019-10,AUD,-0.004223727241136566,0.0019216364257733545,0.00014041945057121624,olie
2019-11,AUD,-0.008776797975559636,-0.0016424833761293674,0.00012920056447428106,olie
2019-12,AUD,0.00522050917755118,-0.0018614513413399694,0.0001063646707818864,olie
2020-01,AUD,0.027702602549335764,0.0020624346566635618,0.0001194443242518846,olie
2020-02,AUD,0.06925051300242041,0.004763242297967731,0.00018980952380566986,olie
2020-03,AUD,-0.014972871733051563,0.02048437014618192,0.00036553650466728514,olie
2020-04,AUD,-0.03200324425182338,0.017220762919931513,0.0003266065345207907,olie
2020-05,AUD,-0.05692075576746358,-0.010536405940890937,0.00024475881101105863,olie
2020-06,AUD,-0.02020974706746753,-0.008861704049487782,0.00010040145096440551,olie
2020-07,AUD,-0.022928945253485933,-0.0019866455775666906,4.9242386686239426e-05,olie
2020-08,AUD,-0.002885380347067368,-0.0009607083123514598,-8.491753113188146e-06,olie
2020-09,AUD,0.014344361280445306,0.002716008610453121,-1.57020002158302e-05,olie
2020-10,AUD,-0.02072165660950548,0.0006131728528017846,2.0198157985822363e-05,olie
2020-11,AUD,-0.03536917946277274,-0.0017813317830816509,-3.152716562388163e-05,olie
2020-12,AUD,-0.025478113453464013,-0.004861118276843276,-0.00011943177332823202,olie
2021-01,AUD,-0.0034828408721154225,-0.002957294403186769,-0.00018235654176529352,olie
2021-02,AUD,0.005566737740166805,-0.004120996332053354,-0.00019052605743447699,olie
2021-03,AUD,0.0011558467863592714,-0.0016010521549967897,-0.00017631059126756025,olie
2021-04,AUD,-0.00796385699001273,0.00020762335512775694,-0.00017302941546059762,olie
2021-05,AUD,0.01555912155143846,-0.0018210834741205339,-0.0001921714979533547,olie
2021-06,AUD,0.030039522975800093,-0.002059985810659448,-0.00015356538753817853,olie
2021-07,AUD,0.015309049999681357,-0.0007964332263192187,-7.974365559847617e-05,olie
2021-08,AUD,-0.0010962108745641297,0.001883169972981803,-4.221001253681804e-05,olie
2021-09,AUD,-0.013545554577650998,-0.0014941661416838152,-4.477449151985286e-05,olie
2021-10,AUD,0.014276495330902195,-0.0034357557028404234,-7.754337522405467e-05,olie
2021-11,AUD,0.020968160301449434,0.0009638911832041575,-4.278783356273203e-05,olie
2021-12,AUD,-0.0034403703658674734,0.0027630738443279916,7.963248888988178e-06,olie
2022-01,AUD,0.0015066186442102558,-0.004475473415091915,-3.4598873693100606e-07,olie
2022-02,AUD,-0.028209795004289884,-0.0033040386292490266,3.2765223999610698e-06,olie
2022-03,AUD,0.001400096024741837,-0.0056255957673954984,-6.438072346740067e-05,olie
2022-04,AUD,0.04485508776844077,0.0034862826558757763,-6.087719057694795e-05,olie
2022-05,AUD,0.0022505108310099664,-0.0023221336322641587,4.632081648514685e-05,olie
2022-06,AUD,0.024358443832040333,-0.002273738964116512,5.156888794830118e-05,olie
2022-07,AUD,-0.015197860909431316,0.003048416436093737,0.00010930493294614449,olie
2022-08,AUD,0.04251900846189649,0.0034540639097799877,7.303202810638747e-05,olie
2022-09,AUD,0.04621370394367408,0.0037965659564404074,0.00017337712605860992,olie
2022-10,AUD,-0.03487067495873586,-0.0008563703044543998,0.00028196280251525035,olie
2022-11,AUD,-0.02281619989140321,0.0009956918424049869,0.0001992507136652477,olie
2022-12,AUD,-0.030210880646361626,0.004219816080472995,0.00014522383431062692,olie
2023-01,AUD,0.008932030995085438,-0.0004247130185754246,7.413225473059823e-05,olie
2023-02,AUD,0.03201792862981673,0.00016985255398385647,9.482827982488524e-05,olie
2023-03,AUD,-0.0018041500333201843,0.0018998073524492335,0.00016924110115353755,olie
2023-04,AUD,0.006732236725105201,-0.002117495429051082,0.0001646518194454591,olie
2023-05,AUD,-0.010484586343655677,0.0038645199309724574,0.0001798898354678715,olie
2023-06,AUD,-0.0043057117112119125,0.0005130996523903639,0.00015520354801619644,olie
2023-07,AUD,0.03874864921357113,-0.0018497817860386213,0.0001449012033066627,olie
2023-08,AUD,0.009424897085236639,-0.0018566002491061733,0.00023384993144091263,olie
2023-09,AUD,0.012197220086930749,-0.002163771089008271,0.0002549787754726269,olie
2023-10,AUD,-0.025000498763794732,0.0013983579464248302,0.00028236923719615473,olie
2023-11,AUD,-0.028048164576495394,0.0029351147955098728,0.00022451370401310923,olie
2023-12,AUD,0.008530541567069505,0.00216493707586136,0.00015996421022199394,olie
2024-01,AUD,0.01736771501823503,-0.0006397692960672031,0.00017903158461116822,olie
2024-02,AUD,-0.0054934413213771904,-0.0008694050332728891,0.00021809677423304083,olie
2024-03,AUD,0.007773498333380369,-0.00035577660734653686,0.00020514544068290423,olie
2024-04,AUD,-0.018122623364191404,-0.0011669100096660429,0.00022226841102837363,olie
2024-05,AUD,-0.002388219259040203,0.003052226864524804,0.0001808578201136563,olie
2024-06,AUD,-0.004660150900904936,9.537391685882768e-05,0.00017507161047592237,olie
2024-07,AUD,0.0022662143938697588,-0.0007397103086498413,0.00016420594191102157,olie
